name,category,address,lat,lon
Alberg In-Out - AJ000427,otro,C Major del Rectoret 2.0 ,41.42206372379852,2.101812736653692
Institut del Teatre,otro,Pl Margarida Xirgu 1.0 ,41.37067944898099,2.157449314071009
Edifici Patronat Ribas,otro,Pg Vall d'Hebron 93.0 ,41.422929218509935,2.1410866943487545
Monument a Cristòfol Colom,otro,Plaça del Portal de la Pau 1.0 ,41.375981756802304,2.1760573876381613
Escultura Josep Anselm Clavé,otro,Pg Sant Joan 198.0 ,41.404090634245215,2.1638663854194364
Facultat de Dret - UB,otro,Av Diagonal 684.0 ,41.38723971871468,2.1210972500110508
Carrer Grau,otro,C Grau 47.0 ,41.438791640535136,2.187669352497476
Carrer Manigua,otro,C Garcilaso 200.0 ,41.423676546575145,2.1797396875918653
Carrer Matanzas,otro,C Matanzas 40.0 ,41.422752030928834,2.1821867084168733
Menjadors populars del carrer Gran Sant Andreu (Guerra Civil),otro,C Gran de Sant Andreu 176.0 ,41.43272227205576,2.1893973971197025
Centre Cívic Tomasa Cuevas - Les Corts,Centre,Carrer de Dolors Masferrer i Bosch 33.0 ,41.38481868130682,2.1283416789870517
Fàbrica de Creació Hangar,otro,C Emília Coranty 8.0 ,41.408601288709,2.199379275633804
Museu de Ciències Naturals de Barcelona,Museu,Plaça de Leonardo da Vinci 4.0 ,41.41081133082032,2.220499449653222
Centre Comercial Westfield Glòries,Centre,Av Diagonal 208.0 ,41.40497574863421,2.1925213552739606
Fundació Barcelona Media - Centre d'Innovació,Centre,Av Diagonal 177.0 ,41.404425080209855,2.1936694239353693
Jardins de la Tamarita,Jardins,Pg Sant Gervasi 47.0 ,41.41090504207735,2.1353308120104346
El Clot,otro,Pl Font i Sagué 2.0 ,41.407845782838926,2.188469193190472
Facultat de Psicologia i Ciències de l'Educació i de l'Esport Blanquerna - URL,otro,Císter 34.0 ,41.41191420929642,2.1333279293214424
El nucli de Santa Eulàlia de Vilapicina,otro,C Pere d'Artés 1.0 ,41.43105597129707,2.173127543884692
Can Peguera,otro,Pl Sant Francesc Xavier 12.0 ,41.43428467027986,2.16456333073766
La vila de Gràcia,otro,Pl Virreina 2.0 ,41.405031103391,2.157519564297269
Ca l'Aranyó,otro,C Roc Boronat 150.0 ,41.40418745612774,2.192916650968304
El barri de la Clota,otro,C Capcir 2.0 ,41.42664948190676,2.150985823958698
Casa Almirall,otro,C Joaquín Costa 33.0 ,41.38238921399351,2.165929295607357
Plaça de les Dones del 36,otro,Pl Dones del 36 1.0 ,41.40454220831473,2.153654759838709
Hort Urbà Masia Can Mestres *Tancat,otro,Camí Can Clos 1.0 ,41.35971541159925,2.145157408726708
Facultat de Comunicació i Relacions Internacionals Blanquerna - URL,otro,Plaça de Joan Coromines 1.0 1.0,41.38353764764212,2.166272793410519
Torre Glòries,otro,Av Diagonal 209.0 ,41.40347629324701,2.189815009628469
Parc del Poblenou,Parc,Av Litoral 59.0 ,41.39727971819072,2.207470604184096
Centre Educatiu Vedruna Gràcia Barcelona,Centre,C Gran de Gràcia 234.0 ,41.40471777195005,2.151415793082498
Biblioteca Montserrat Abelló,otro,Carrer dels Comtes de Bell-lloc 192.0 ,41.38373133027636,2.135305845435044
Museu Frederic Marès,Museu,Plaça de Sant Iu 5.0 ,41.38420549734736,2.17695685162379
Estadi Olímpic de Montjuïc Lluís Companys,otro,Passeig Olímpic 17.0 ,41.36474508399185,2.155681394867584
Spotify Camp Nou * Tancat per remodelació,otro,C Aristides Maillol 12.0 ,41.380806951232216,2.1228764926605805
Parc de la Trinitat,Parc,Pg Santa Coloma 60.0 ,41.449268825219306,2.1956548753915466
Federació de Comerciants de Barna Centre,Centre,Carrer del Paradís 10.0 10.0,41.38337742829775,2.177171627621828
Platja de la Mar Bella,Platja,Passeig Marítim de la Mar Bella 104.0 104.0,41.39857924467329,2.2123276980931683
Ca n'Andalet,otro,Passatge d'Andalet 11.0 ,41.42721189152529,2.153678760813793
CosmoCaixa Barcelona,otro,Carrer d'Isaac Newton 26.0 ,41.41329827278905,2.1306762762550275
Associació de Comerciants del Carrer Gran de Gràcia,otro,Carrer Gran de Gràcia 86.0 86.0,41.4003276952613,2.1550611661314885
Museu Reial Monestir de Santa Maria de Pedralbes,Museu,Baixada del Monestir 9.0 ,41.395605165759946,2.112075084546918
Reial Club de Tennis Barcelona - 1899,Club,C Bosch i Gimpera 5.0 ,41.39369047981739,2.118331914254848
